term,estimate,std_error,statistic,p_value,individual_id,sex,n_true,n_total,ci_lb,ci_ub,evi_mean_mean,distance_to_water_km_mean,distance_to_settlement_km_mean,human_modification_mean,slope_mean,evi_mean_range,distance_to_water_km_range,distance_to_settlement_km_range,human_modification_range,slope_range,season
evi_mean,0.305365234176507,0.0580216528401292,5.26295303958162,1.41759796854124e-07,EF0128,F,526,5786,0.191642794609854,0.41908767374316,2735.89402329267,5.62720330929436,7.93421819000311,0.0913664299642925,1.21293089713488,4819.23963928223,26.5528373718262,38.3632659912109,0.610607620328664,8.60004997253417,wet_season
distance_to_water_km,0.125665786464278,0.100797994409215,1.24670919496777,0.21250414608412,EF0128,F,526,5786,-0.0718982825777834,0.323229855506339,2735.89402329267,5.62720330929436,7.93421819000311,0.0913664299642925,1.21293089713488,4819.23963928223,26.5528373718262,38.3632659912109,0.610607620328664,8.60004997253417,wet_season
distance_to_settlement_km,-0.276794782639817,0.122618875922923,-2.25735866975169,0.023985672068969,EF0128,F,526,5786,-0.517127779448745,-0.0364617858308883,2735.89402329267,5.62720330929436,7.93421819000311,0.0913664299642925,1.21293089713488,4819.23963928223,26.5528373718262,38.3632659912109,0.610607620328664,8.60004997253417,wet_season
human_modification,-0.157731410036958,0.0684633065390159,-2.3038824446358,0.0212292434275814,EF0128,F,526,5786,-0.291919490853429,-0.0235433292204869,2735.89402329267,5.62720330929436,7.93421819000311,0.0913664299642925,1.21293089713488,4819.23963928223,26.5528373718262,38.3632659912109,0.610607620328664,8.60004997253417,wet_season
slope,0.13164490531661,0.0437128851083175,3.01158125322551,0.00259890837784485,EF0128,F,526,5786,0.0459676505043075,0.217322160128912,2735.89402329267,5.62720330929436,7.93421819000311,0.0913664299642925,1.21293089713488,4819.23963928223,26.5528373718262,38.3632659912109,0.610607620328664,8.60004997253417,wet_season
evi_mean,0.164645963846523,0.0674964796569393,2.43932668315977,0.0147146592564255,EF0127,F,443,4873,0.0323528637189217,0.296939063974124,2699.59682860401,7.48283332037959,11.256117182519,0.0680686969056484,1.02120340365833,4224.35522460937,26.5093097686768,37.9305458068848,0.614731308072805,8.37376450374722,wet_season
distance_to_water_km,-0.299088638840486,0.110069217027654,-2.71727779044111,0.00658213372194541,EF0127,F,443,4873,-0.514824304214687,-0.0833529734662845,2699.59682860401,7.48283332037959,11.256117182519,0.0680686969056484,1.02120340365833,4224.35522460937,26.5093097686768,37.9305458068848,0.614731308072805,8.37376450374722,wet_season
distance_to_settlement_km,0.083304580235118,0.106654833564948,0.781067087638266,0.434763038091856,EF0127,F,443,4873,-0.12573889355218,0.292348054022416,2699.59682860401,7.48283332037959,11.256117182519,0.0680686969056484,1.02120340365833,4224.35522460937,26.5093097686768,37.9305458068848,0.614731308072805,8.37376450374722,wet_season
human_modification,-0.672990685372164,0.123901473302009,-5.43166007180363,5.58322014390487e-08,EF0127,F,443,4873,-0.915837573044101,-0.430143797700227,2699.59682860401,7.48283332037959,11.256117182519,0.0680686969056484,1.02120340365833,4224.35522460937,26.5093097686768,37.9305458068848,0.614731308072805,8.37376450374722,wet_season
slope,0.109475344958849,0.0481269021697274,2.27472245300074,0.0229225846935737,EF0127,F,443,4873,0.0151466167061834,0.203804073211515,2699.59682860401,7.48283332037959,11.256117182519,0.0680686969056484,1.02120340365833,4224.35522460937,26.5093097686768,37.9305458068848,0.614731308072805,8.37376450374722,wet_season
